id,question,answer
4786,is a bill the same as an invoice,True
4787,are there ever 53 weeks in a year,True
4788,is a d a passing grade in middle school,True
4789,do you have to break in a new car engine,True
4790,is new york considered a new england state,False
4791,are there instrument made of wood or metal,True
4792,has big ben got a crack in it,True
4793,does derek die in greys anatomy season 6,True
4794,is the us marines part of the navy,True
4795,can the basic structure of the constitution be amended,False
4796,is rice powder and rice flour the same,True
4797,does travis die in it comes at night,True
4798,can i use my myki card in sydney,False
4799,could any dye available in the microbiology lab be used in place of nigrosin for negative staining,False
4800,is it illegal to go on the black market,True
4801,does total internal reflection occur at the critical angle,False
4802,can all states fly their flag at the same height as the us flag,True
4803,are senate members required to live in the state,True
4804,is there a sequel to saturday night fever,True
4805,is there another film after the last jedi,True
4806,do you have to swear on the bible to be president,False
4807,was the book of enoch in the septuagint,False
4808,does dexter get caught in season 1 episode 6,False
4809,does the trump hotel in vegas have a casino,False
4810,does george pass his test the second time,True
4811,can a commercial jet break the sound barrier,True
4812,do inmates on death row get a last meal,True
4813,do puerto rican citizens vote in presidential elections,False
4814,do i have to work on a zero hour contract,False
4815,is john wayne airport same as santa ana,True
4816,is a mongoose the same as a meerkat,False
4817,do you have to be born in the usa to become president,False
4818,is present continuous the same as present progressive,True
4819,does the us still produce 2 dollar bills,True
4820,can a sub come back in in soccer,False
4821,is carbon and oxygen a polar covalent bond,True
4822,will there be another season of you me her,True
4823,is there a difference between surgery and operation,False
4824,did harry osborn know his father was the green goblin,True
4825,can a 19 year old drink with parents in texas,True
4826,was columbia the first space shuttle to fly into space,False
4827,is st martin and st maarten the same island,True
4828,did frank sinatra sing new york state of mind,False
4829,is buck taylor in the tv series yellowstone,True
4830,is there an age limit for being president,True
4831,did ernie and bert sleep in the same bed,False
4832,is there a rainy season in south carolina,False
4833,are working days the same as business days,True
4834,has a female ever won a nascar race,True
4835,can you get a 100 pound note,True
4836,did harry potter die in deathly hallows part 2,False
4837,is the uss nathan james a real ship,False
4838,is the movie national treasure based on a book,True
4839,does antifreeze lower the boiling point of water,False
4840,is the tv show supernatural based on a book,False
4841,is peter forsberg in the hall of fame,True
4842,is australian and american sign language the same,False
4843,do shrimp walk on the bottom of the ocean,False
4844,is the red river a tributary of the mississippi,False
4845,is a high court enforcement officer a bailiff,False
4846,is the art institute of atlanta a college,True
4847,was the first spiderman movie made by marvel,False
4848,do you have the right to refuse to show id,True
4849,do you have to leave a return address,False
4850,the un general assembly includes representatives from all member nations,True
4851,is there a military base in greenville sc,False
4852,did the spartans fight in the trojan war,True
4853,is bank of nova scotia same as scotiabank,True
4854,did captain america come out before iron man,False
4855,is give a boy a gun a true story,False
4856,is paraffin oil and mineral oil the same thing,True
4857,is days of our lives the longest running show,False
4858,can you die from jumping in cold water,True
4859,was the movie remember the titans a true story,True
4860,do banks in the us have swift codes,True
4861,is table rock lake a man made lake,True
4862,was there a group called the five heartbeats,False
4863,is there a field marshal in the british army,True
4864,is the movie rampage based on a video game,True
4865,does how i met your mother ever show teds wife,True
4866,is there an airport in las cruces new mexico,True
4867,is mountain time the same as central time,False
4868,is the pink dog in blues clues a boy,False
4869,does alex karev die when he gets shot,False
4870,has iceland ever made it to the world cup,True
4871,good boy or good girl morality is found in the conventional level of morality,True
4872,does faramir die in the return of the king,True
4873,is it illegal to flash your headlights to warn of police in georgia,False
4874,can you have a gun in south africa,True
4875,can the texas flag fly equal to the us flag,False
4876,is there going to be another season of star vs the forces of evil,True
4877,do cows need to have babies to produce milk,True
4878,is there such thing as a birth flower,True
4879,is unc chapel hill a liberal arts school,False
4880,are there going to be any more maze runner movies,False
4881,do you win with two numbers on euromillions,True
4882,is scotland considered part of the united kingdom,True
4883,did el salvador make it to the world cup,True
